ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,YEAR,Predicted_Sales
10287,40,88.12,16,3524.8,2019-08-30,2343,Shipped,Classic Cars,80,S24_4620,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,2019,3601.589293175448
10299,32,80.84,1,2586.88,2019-09-30,2313,Shipped,Classic Cars,80,S24_4620,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,2019,2521.304672804804
10310,49,97.01,14,4753.49,2019-10-16,2298,Shipped,Classic Cars,80,S24_4620,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium,2019,4841.600321816167
10319,43,85.69,2,3684.67,2019-11-03,2281,Shipped,Classic Cars,80,S24_4620,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Medium,2019,3824.6893307651144
10331,41,139.4,2,5715.4,2019-11-17,2268,Shipped,Classic Cars,80,S24_4620,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,2019,5513.30650437187
10343,30,103.29,1,3098.7,2019-11-24,2262,Shipped,Classic Cars,80,S24_4620,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,2019,3107.2998915197213
10355,28,95.39,9,2670.92,2019-12-07,2250,Shipped,Classic Cars,80,S24_4620,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2019,2622.7712352836706
10363,43,119.87,9,5154.41,2020-01-06,2221,Shipped,Classic Cars,80,S24_4620,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,2020,5030.307322390291
10378,41,119.37,2,4894.17,2020-02-10,2187,Shipped,Classic Cars,80,S24_4620,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,4806.796019519549
10390,30,82.42,10,2472.6,2020-03-04,2165,Shipped,Classic Cars,80,S24_4620,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2020,2371.1604097989075
10103,31,104.01,3,3224.31,2018-01-29,2931,Shipped,Trucks and Buses,96,S32_1268,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,2018,3235.6336721553207
10114,32,114.61,7,3667.52,2018-04-01,2870,Shipped,Trucks and Buses,96,S32_1268,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Medium,2018,3712.460892148929
10126,43,96.31,3,4141.33,2018-05-28,2814,Shipped,Trucks and Buses,96,S32_1268,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium,2018,4199.284505459654
10140,26,108.83,3,2829.58,2018-07-24,2758,Shipped,Trucks and Buses,96,S32_1268,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small,2018,2890.960189968663
10151,27,113.65,10,3068.55,2018-09-21,2700,Shipped,Trucks and Buses,96,S32_1268,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium,2018,3163.9116934147723
10164,24,109.79,1,2634.96,2018-10-21,2671,Resolved,Trucks and Buses,96,S32_1268,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Small,2018,2718.9469054645915
10175,22,110.76,8,2436.72,2018-11-06,2656,Shipped,Trucks and Buses,96,S32_1268,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Small,2018,2547.286347113717
10184,46,100.16,13,4607.36,2018-11-14,2649,Shipped,Trucks and Buses,96,S32_1268,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Medium,2018,4643.896567256638
10194,37,97.27,3,3598.99,2018-11-25,2639,Shipped,Trucks and Buses,96,S32_1268,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,2018,3615.521230533738
10207,49,80.9,14,3964.1,2018-12-09,2626,Shipped,Trucks and Buses,96,S32_1268,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium,2018,4273.358489016823
10217,21,106.9,3,2244.9,2019-02-04,2570,Shipped,Trucks and Buses,96,S32_1268,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2019,2308.196554374459
10229,25,111.72,8,2793.0,2019-03-11,2536,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2019,2889.9605506369517
10245,37,111.72,1,4133.64,2019-05-04,2483,Shipped,Trucks and Buses,96,S32_1268,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,2019,4125.210521902486
10259,45,86.68,11,3900.6,2019-06-15,2442,Shipped,Trucks and Buses,96,S32_1268,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,2019,4065.4842151424773
10270,32,85.72,1,2743.04,2019-07-19,2409,Shipped,Trucks and Buses,96,S32_1268,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small,2019,2693.43503556463
10281,29,82.83,8,2402.07,2019-08-19,2379,Shipped,Trucks and Buses,96,S32_1268,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,2019,2282.684684474497
10291,26,83.79,3,2178.54,2019-09-08,2360,Shipped,Trucks and Buses,96,S32_1268,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,2019,2007.7339023649647
10305,28,112.68,12,3155.04,2019-10-13,2326,Shipped,Trucks and Buses,96,S32_1268,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,2019,3232.6347541601863
10313,27,87.64,6,2366.28,2019-10-22,2318,Shipped,Trucks and Buses,96,S32_1268,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,2019,2246.4709689510264
10324,20,98.18,11,1963.6,2019-11-05,2305,Shipped,Trucks and Buses,96,S32_1268,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small,2019,1897.6818511817673
10335,44,107.87,1,4746.28,2019-11-19,2292,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2019,4709.973436160114
10348,42,152.07,3,6386.94,2019-11-01,2311,Shipped,Trucks and Buses,96,S32_1268,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Medium,2019,6063.148038077125
10358,41,108.0,1,4428.0,2019-12-10,2273,Shipped,Trucks and Buses,96,S32_1268,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2019,4405.746383335283
10371,26,155.54,1,4044.04,2020-01-23,2230,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2020,4538.544051548884
10382,26,104.17,6,2708.42,2020-02-17,2206,Shipped,Trucks and Buses,96,S32_1268,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2020,2726.5898025791566
10411,26,111.72,1,2904.72,2020-05-01,2133,Shipped,Trucks and Buses,96,S32_1268,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small,2020,2992.898048242412
10425,41,86.68,11,3553.88,2020-05-31,2104,In Process,Trucks and Buses,96,S32_1268,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,2020,3653.7342247206325
10107,20,92.9,8,1858.0,2018-02-24,2932,Shipped,Motorcycles,99,S32_1374,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,2018,1711.4424422940865
10120,22,111.88,6,2461.36,2018-04-29,2869,Shipped,Motorcycles,99,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,2018,2586.7916762717095
10133,23,114.87,1,2642.01,2018-06-27,2811,Shipped,Motorcycles,99,S32_1374,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,2795.1942936828837
10145,33,93.9,12,3098.7,2018-08-25,2753,Shipped,Motorcycles,99,S32_1374,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,2018,3084.9025264847187
10168,28,115.87,7,3244.36,2018-10-28,2690,Shipped,Motorcycles,99,S32_1374,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium,2018,3345.154397029826
10188,44,98.89,7,4351.16,2018-11-18,2670,Shipped,Motorcycles,99,S32_1374,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium,2018,4393.225350589778
10210,46,79.91,5,3675.86,2019-01-12,2616,Shipped,Motorcycles,99,S32_1374,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium,2019,3929.626107033998
10223,21,117.87,7,2475.27,2019-02-20,2578,Shipped,Motorcycles,99,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small,2019,2695.1371444308716
10235,41,101.89,1,4177.49,2019-04-02,2538,Shipped,Motorcycles,99,S32_1374,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium,2019,4190.2307037323035
10250,31,105.88,2,3282.28,2019-05-11,2500,Shipped,Motorcycles,99,S32_1374,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium,2019,3301.593462803041
10263,31,79.91,8,2477.21,2019-06-28,2453,Shipped,Motorcycles,99,S32_1374,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small,2019,2385.56364295208
10275,23,81.91,7,1883.93,2019-07-23,2429,Shipped,Motorcycles,99,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,2019,1632.608892747664
10285,37,98.89,12,3658.93,2019-08-27,2395,Shipped,Motorcycles,99,S32_1374,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,2019,3672.6628673515497
10297,26,109.88,2,2856.88,2019-09-16,2376,Shipped,Motorcycles,99,S32_1374,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small,2019,2927.996436054281
10308,24,79.91,5,1917.84,2019-10-15,2348,Shipped,Motorcycles,99,S32_1374,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,2019,1665.0011597138518
10318,47,112.88,7,5305.36,2019-11-02,2331,Shipped,Motorcycles,99,S32_1374,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,2019,5195.501731727875
10329,45,63.91,11,2875.95,2019-11-15,2319,Shipped,Motorcycles,99,S32_1374,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,2019,3262.3267643143536
10340,55,117.87,2,6482.85,2019-11-24,2311,Shipped,Motorcycles,99,S32_1374,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium,2019,6195.012063016552
10353,46,81.17,5,3733.82,2019-12-04,2302,Shipped,Motorcycles,99,S32_1374,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium,2019,3974.069602336741
10363,50,131.53,2,6576.5,2020-01-06,2270,Shipped,Motorcycles,99,S32_1374,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium,2020,6162.148500255481
10375,37,171.71,3,6353.27,2020-02-03,2243,Shipped,Motorcycles,99,S32_1374,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,2020,6241.21471492748
10387,44,94.9,1,4175.6,2020-03-02,2216,Shipped,Motorcycles,99,S32_1374,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,2020,4252.487615464428
10401,49,101.89,1,4992.61,2020-04-03,2185,On Hold,Motorcycles,99,S32_1374,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium,2020,5013.730684575993
10416,45,105.88,2,4764.6,2020-05-10,2149,Shipped,Motorcycles,99,S32_1374,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium,2020,4742.718429279498
10108,27,43.45,13,1173.15,2018-03-03,2949,Shipped,Motorcycles,40,S32_2206,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small,2018,687.7740979762884
10122,31,44.66,17,1384.46,2018-05-08,2884,Shipped,Motorcycles,40,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,2018,1142.203952934893
10135,33,40.23,14,1327.59,2018-07-02,2830,Shipped,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2018,1191.8212622798264
10145,31,35.8,1,1109.8,2018-08-25,2777,Shipped,Motorcycles,40,S32_2206,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small,2018,829.6885812029141
10169,26,39.83,9,1035.58,2018-11-04,2707,Shipped,Motorcycles,40,S32_2206,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,2018,457.14973291374326
10180,34,45.46,4,1545.64,2018-11-11,2701,Shipped,Motorcycles,40,S32_2206,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,2018,1479.2345380069864
10190,46,32.99,1,1517.54,2018-11-19,2694,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,2274.634996236653
10211,41,42.24,9,1731.84,2019-01-15,2638,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,2019,2086.219199915986
10224,43,39.43,2,1695.49,2019-02-21,2602,Shipped,Motorcycles,40,S32_2206,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small,2019,2192.978146078729
10237,26,40.23,2,1045.98,2019-04-05,2560,Shipped,Motorcycles,40,S32_2206,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small,2019,471.2587790415978
10252,36,48.28,6,1738.08,2019-05-26,2510,Shipped,Motorcycles,40,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small,2019,1784.5783084192835
10264,20,32.59,4,651.8,2019-06-30,2476,Shipped,Motorcycles,40,S32_2206,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small,2019,-415.84898763319234
10276,27,36.61,10,988.47,2019-08-02,2444,Shipped,Motorcycles,40,S32_2206,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Small,2019,446.5094091899746
10285,37,41.03,1,1518.11,2019-08-27,2420,Shipped,Motorcycles,40,S32_2206,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,2019,1631.7893449573803
10299,24,42.24,4,1013.76,2019-09-30,2387,Shipped,Motorcycles,40,S32_2206,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small,2019,336.28174062314474
10310,36,43.05,17,1549.8,2019-10-16,2372,Shipped,Motorcycles,40,S32_2206,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small,2019,1600.102530297585
10319,29,38.22,5,1108.38,2019-11-03,2355,Shipped,Motorcycles,40,S32_2206,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Small,2019,709.1733150655127
10331,28,146.52,3,4102.56,2019-11-17,2342,Shipped,Motorcycles,40,S32_2206,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium,2019,4426.260056576686
10343,29,128.04,5,3713.16,2019-11-24,2336,Shipped,Motorcycles,40,S32_2206,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,2019,3877.3596230752637
10355,38,39.83,10,1513.54,2019-12-07,2324,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2019,1692.3997041792773
10364,48,48.28,1,2317.44,2020-01-06,2295,Shipped,Motorcycles,40,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small,2020,3019.828279684818
10378,40,82.46,1,3298.4,2020-02-10,2261,Shipped,Motorcycles,40,S32_2206,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2020,3401.946290466304
10390,41,44.56,11,1826.96,2020-03-04,2239,Shipped,Motorcycles,40,S32_2206,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2020,2168.051667457542
10403,30,40.23,2,1206.9,2020-04-08,2205,Shipped,Motorcycles,40,S32_2206,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small,2020,883.0087694634421
10104,35,47.62,11,1666.7,2018-01-31,3004,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2018,1658.3608847028627
10114,28,55.73,2,1560.44,2018-04-01,2945,Shipped,Trucks and Buses,54,S32_2509,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small,2018,1223.8593117068858
10127,45,51.95,13,2337.75,2018-06-03,2883,Shipped,Trucks and Buses,54,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,2018,2840.466285091501
10141,24,45.99,7,1103.76,2018-08-01,2825,Shipped,Trucks and Buses,54,S32_2509,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,2018,468.55404807178184
10151,41,63.85,5,2617.85,2018-09-21,2775,Shipped,Trucks and Buses,54,S32_2509,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small,2018,2848.460416973331
10165,48,45.99,14,2207.52,2018-10-22,2745,Shipped,Trucks and Buses,54,S32_2509,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,2939.0539906028507
10175,50,63.31,3,3165.5,2018-11-06,2731,Shipped,Trucks and Buses,54,S32_2509,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium,2018,3755.850683149878
10184,33,62.77,8,2071.41,2018-11-14,2724,Shipped,Trucks and Buses,54,S32_2509,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Small,2018,1986.866011584434
10195,32,43.29,8,1385.28,2018-11-25,2714,Shipped,Trucks and Buses,54,S32_2509,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small,2018,1196.8179675524525
10207,27,60.06,9,1621.62,2018-12-09,2701,Shipped,Trucks and Buses,54,S32_2509,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Small,2018,1273.6522384354512
10219,35,55.19,4,1931.65,2019-02-10,2639,Shipped,Trucks and Buses,54,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small,2019,1925.3745826725108
10229,23,54.11,3,1244.53,2019-03-11,2611,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2019,652.0301868617689
10246,35,48.7,7,1704.5,2019-05-05,2557,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2019,1696.45530924807
10259,40,43.83,6,1753.2,2019-06-15,2517,Shipped,Trucks and Buses,54,S32_2509,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small,2019,2039.3651606687463
10271,35,47.62,7,1666.7,2019-07-20,2483,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2019,1658.3608847028627
10281,31,55.19,3,1710.89,2019-08-19,2454,Shipped,Trucks and Buses,54,S32_2509,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,2019,1513.624592250666
10292,50,46.53,10,2326.5,2019-09-08,2435,Shipped,Trucks and Buses,54,S32_2509,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,2019,3163.9761980863777
10305,40,57.9,7,2316.0,2019-10-13,2401,Shipped,Trucks and Buses,54,S32_2509,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small,2019,2535.6508582160322
10313,38,45.45,1,1727.1,2019-10-22,2393,Shipped,Trucks and Buses,54,S32_2509,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,2019,1890.631802275635
10325,38,232.74,3,8844.12,2019-11-05,2380,Shipped,Trucks and Buses,54,S32_2509,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Large,2019,8496.83992549036
10335,40,60.6,3,2424.0,2019-11-19,2367,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2019,2630.8869195790503
10349,33,46.53,1,1535.49,2019-12-01,2356,Shipped,Trucks and Buses,54,S32_2509,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,2019,1414.038738793537
10359,36,176.63,3,6358.68,2019-12-15,2343,Shipped,Trucks and Buses,54,S32_2509,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,2019,6311.818484694631
10371,20,66.47,2,1329.4,2020-01-23,2305,Shipped,Trucks and Buses,54,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small,2020,779.1872193960926
10383,32,53.18,5,1701.76,2020-02-22,2276,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2020,1545.6641330636576
10394,36,62.77,3,2259.72,2020-03-15,2255,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2020,2295.6785044008175
10412,19,48.7,7,925.3,2020-05-03,2207,Shipped,Trucks and Buses,54,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small,2020,49.455347560690825
10425,11,43.83,6,482.13,2020-05-31,2180,In Process,Trucks and Buses,54,S32_2509,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small,2020,-945.8222698896288
10104,49,65.87,4,3227.63,2018-01-31,3032,Shipped,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2018,3743.211080762686
10116,27,63.38,1,1711.26,2018-04-11,2963,Shipped,Trains,62,S32_3207,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Small,2018,1390.7573212966445
10127,29,70.84,6,2054.36,2018-06-03,2911,Shipped,Trains,62,S32_3207,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small,2018,1859.7660267920555
10142,42,74.57,16,3131.94,2018-08-08,2846,Shipped,Trains,62,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,2018,3329.5203508052955
10152,33,50.95,2,1681.35,2018-09-25,2799,Shipped,Trains,62,S32_3207,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small,2018,1569.9436985063303
10165,44,53.44,7,2351.36,2018-10-22,2773,Shipped,Trains,62,S32_3207,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small,2018,2790.084984312298
